X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-9198329.5242482,5854373.4780869,Sault Ste. Marie District,2016,Brook Trout,,,Hidden Lake (Unofficial Name),17-3742-51472,BOUCK,Yearlings,250,46.46,-82.63,10380
-9211687.86314339,5867310.94070857,Sault Ste. Marie District,2016,Brook Trout,,,Fleming Lake (Unofficial Name),17-3656-51559,RAIMBAULT,Yearlings,150,46.54,-82.75,10381
-9249536.4900131,5878646.86624255,Sault Ste. Marie District,2016,Brook Trout,,,Westman Lake (Unofficial Name),17-3397-51640,VARLEY,Yearlings,150,46.61,-83.09,10382
-9368648.3451619,5888375.03991218,Sault Ste. Marie District,2016,Brook Trout,,,Jarvis Lake 9 (Unofficial Name),16-7172-51727,JARVIS,Yearlings,300,46.67,-84.16,10383
-9251762.87982897,5883509.60459411,Sault Ste. Marie District,2016,Brook Trout,,,Foggy Swiss Lake (Sayer Lake 50) (Unofficial Name),17-3384-51672,SAYER,Yearlings,300,46.64,-83.11,10384
-9203895.49878786,5868929.46316788,Sault Ste. Marie District,2016,Brook Trout,,,Hembruff Lake 32 (Unofficial Name),17-3707-51566,HEMBRUFF,Yearlings,50,46.55,-82.68,10385
-9279592.75252729,5906238.11350475,Sault Ste. Marie District,2016,Brook Trout,,,Sturgeon Lake 7 (Unofficial Name),17-3197-51835,STURGEON,Yearlings,200,46.78,-83.36,10386
-9245083.71038137,5872167.40292307,Sault Ste. Marie District,2016,Brook Trout,,,Red Oak Lake (Albanel Lake 7) (Unofficial Name),17-3423-51599,ALBANEL,Yearlings,200,46.57,-83.05,10387
-9240630.93074964,5912742.82280624,Sault Ste. Marie District,2016,Brook Trout,,,Bitstock Lake (Unofficial Name),17-3465-51877,WINKLER,Yearlings,500,46.82,-83.01,10388
-9257328.85436863,5878646.86624255,Sault Ste. Marie District,2016,Brook Trout,,,Irene Parlby Lake (Unofficial Name),17-3343-51647,VARLEY,Yearlings,100,46.61,-83.16,10389
-9218367.03259099,5817283.80047497,Sault Ste. Marie District,2016,Brook Trout,,,Boundary Lake (Unofficial Name),17-3597-51213,STRIKER,Yearlings,200,46.23,-82.81,10390
-9198329.5242482,5847911.87498455,Sault Ste. Marie District,2016,Brook Trout,,,Snowbug Lake (Unofficial Name),17-3743-51421,GUNTERMAN,Yearlings,200,46.42,-82.63,10391
-9275139.97289555,5937178.68286814,Sault Ste. Marie District,2016,Brook Trout,,,Natter Lake (Unofficial Name),17-3235-52043,ROLLINS,Yearlings,300,46.97,-83.32,10392
-9243970.51547344,5880267.4796303,Sault Ste. Marie District,2016,Brook Trout,,,Doc Hamill Lake (Unofficial Name),17-3432-51652,LECARON,Yearlings,250,46.62,-83.04,10393
-9257328.85436863,5889997.45175866,Sault Ste. Marie District,2016,Brook Trout,,,Earl Tapp Lake (Unofficial Name),17-3342-51721,SAYER,Yearlings,200,46.68,-83.16,10394
-9272913.58307969,5847911.87498455,Sault Ste. Marie District,2016,Brook Trout,,,Dunns Lake (Unofficial Name),17-3227-51429,PARKINSON,Yearlings,250,46.42,-83.3,10395
-9327460.13356839,5951873.10445906,Sault Ste. Marie District,2016,Brook Trout,,,Gaudry Lake 24 (Unofficial Name),17-2880-52161,GAUDRY,Yearlings,1200,47.06,-83.79,10396
-9257328.85436863,5937178.68286814,Sault Ste. Marie District,2016,Brook Trout,,,Morton Lake (Unofficial Name),17-3356-52045,ROOT,Yearlings,250,46.97,-83.16,10397
-9249536.4900131,5930655.76611937,Sault Ste. Marie District,2016,Brook Trout,,,Tigress Lake (Unofficial Name),17-3409-52003,ROOT,Yearlings,300,46.93,-83.09,10398
-9373101.12479364,5945339.1926935,Sault Ste. Marie District,2016,Brook Trout,,,Davieaux Lake 28 (Unofficial Name),16-7124-52117,GRENOBLE,Yearlings,150,47.02,-84.2,10399
-9340818.47246359,5943706.47973088,Sault Ste. Marie District,2016,Brook Trout,,,Chalmers Lake (Unofficial Name),17-2782-52103,LUNKIE,Yearlings,1600,47.01,-83.91,10400
-9330799.71829219,5955141.89859458,Sault Ste. Marie District,2016,Brook Trout,,,Gaudry Lake 21 (Moon Lake) (Unofficial Name),17-2853-52180,GAUDRY,Yearlings,500,47.08,-83.82,10401
-9198329.5242482,5888375.03991218,Sault Ste. Marie District,2016,Brook Trout,,,Burntroot Lake (Unofficial Name),17-3752-51705,VIEL,Yearlings,300,46.67,-82.63,10402
-9179405.21081334,5855989.62046032,Sault Ste. Marie District,2016,Brook Trout,,,Whalen Lake (Unofficial Name),17-3876-51480,BUCKLES,Yearlings,300,46.47,-82.46,10403
-9196103.13443233,5864074.78983082,Sault Ste. Marie District,2016,Brook Trout,,,Maple Lake (Unofficial Name),17-3763-51537,BOUCK,Yearlings,250,46.52,-82.61,10404
-9336365.69283186,5942074.07243111,Sault Ste. Marie District,2016,Brook Trout,,,Lunkie Lake 23 (Unofficial Name),17-2813-52098,LUNKIE,Yearlings,1800,47,-83.87,10405
-9343044.86227945,5961683.16996533,Sault Ste. Marie District,2016,Brook Trout,,,Howard Lake (Unofficial Name),17-2771-52232,GAPP,Yearlings,700,47.12,-83.93,10406
-9337478.88773979,5940441.97063006,Sault Ste. Marie District,2016,Brook Trout,,,Lunkie Lake 24 (Unofficial Name),17-2803-52089,LUNKIE,Yearlings,2500,46.99,-83.88,10407
-9210574.66823545,5867310.94070857,Sault Ste. Marie District,2016,Brook Trout,,,Passion Lake (Unofficial Name),17-3662-51557,RAIMBAULT,Yearlings,400,46.54,-82.74,10408
-9233951.76130204,5868929.46316788,Sault Ste. Marie District,2016,Brook Trout,,,Lost Eye Lake (Albanel Lake 32) (Unofficial Name),17-3491-51569,ALBANEL,Yearlings,250,46.55,-82.95,10409
-9267347.60854002,5899738.23485539,Sault Ste. Marie District,2016,Brook Trout,,,Rioux Lake 28 (Unofficial Name),17-3280-51794,RIOUX,Yearlings,600,46.74,-83.25,10410
-9249536.4900131,5881888.39236082,Sault Ste. Marie District,2016,Brook Trout,Bayview Lake,lac Bayview,,17-3398-51669,SAYER,Yearlings,950,46.63,-83.09,10411
-9216140.64277512,5894866.48976696,Sault Ste. Marie District,2016,Brook Trout,Beavertail Lake,lac Beavertail,,17-3624-51750,SAGARD,Yearlings,300,46.71,-82.79,10412
-9284045.53215902,5875406.53685592,Sault Ste. Marie District,2016,Brook Trout,Beilhartz Lake,lac Beilhartz,,17-3155-51629,CASSON,Yearlings,550,46.59,-83.4,10413
-9336365.69283186,5904612.69137287,Sault Ste. Marie District,2016,Brook Trout,Boat Lake,lac Boat,,17-2806-51837,WHITMAN,Yearlings,400,46.77,-83.87,10414
-9367535.15025397,5888375.03991218,Sault Ste. Marie District,2016,Brook Trout,Brilliant Lake,lac Brilliant,,16-7179-51729,JARVIS,Yearlings,1600,46.67,-84.15,10415
-9260668.43909243,5893243.17652536,Sault Ste. Marie District,2016,Brook Trout,Brown Lake,lac Brown,,17-3318-51740,SAYER,Yearlings,950,46.7,-83.19,10416
-9337478.88773979,5938810.17416371,Sault Ste. Marie District,2016,Brook Trout,Buck Lake,lac Buck,,17-2807-52072,LUNKIE,Yearlings,1000,46.98,-83.88,10417
-9213914.25295925,5878646.86624255,Sault Ste. Marie District,2016,Brook Trout,Cabin Lake,lac Cabin,,17-3644-51633,RAIMBAULT,Yearlings,450,46.61,-82.77,10418
-9424308.09055854,5971504.30460703,Sault Ste. Marie District,2016,Brook Trout,Caysee Lake,lac Caysee,,16-6768-52280,SLATER,Yearlings,693,47.18,-84.66,10419
-9324120.54884459,5960047.39132242,Sault Ste. Marie District,2016,Brook Trout,Coppens Lake,lac Coppens,,17-2904-52216,GAUDRY,Yearlings,300,47.11,-83.76,10420
-9202782.30387993,5914369.75613452,Sault Ste. Marie District,2016,Brook Trout,Esker Lake,lac Esker,,17-3725-51877,YAREMKO,Yearlings,700,46.83,-82.67,10421
-9379780.29424123,5883509.60459411,Sault Ste. Marie District,2016,Brook Trout,Finn Lake,lac Finn,,16-7090-51695,AWERES,Yearlings,2000,46.64,-84.26,10422
-9189423.96498473,5844682.85105605,Sault Ste. Marie District,2016,Brook Trout,Flying Goose Lake,lac Flying Goose,,17-3808-51397,JOUBIN,Yearlings,1000,46.4,-82.55,10423
-9295177.48123834,5924137.71901891,Sault Ste. Marie District,2016,Brook Trout,Franks Lake,lac Franks,,17-3091-51969,REILLY,Yearlings,300,46.89,-83.5,10424
-9299630.26087007,5945339.1926935,Sault Ste. Marie District,2016,Brook Trout,Friendly Lake,lac Friendly,,17-3069-52112,MCILVEEN,Yearlings,1300,47.02,-83.54,10425
-9227272.59185445,5868929.46316788,Sault Ste. Marie District,2016,Brook Trout,Gaff Lake,lac Gaff,,17-3543-51567,NICHOLAS,Yearlings,500,46.55,-82.89,10426
-9320780.9641208,5865692.7163159,Sault Ste. Marie District,2016,Brook Trout,Grant Lake,lac Grant,,17-2907-51568,MCMAHON,Yearlings,400,46.53,-83.73,10427
-9310762.2099494,5945339.1926935,Sault Ste. Marie District,2016,Brook Trout,Gravel Lake,lac Gravel,,17-2999-52102,PINE,Yearlings,500,47.02,-83.64,10428
-9272913.58307969,5935547.49657956,Sault Ste. Marie District,2016,Brook Trout,Heal Lake,lac Heal,,17-3245-52040,ROLLINS,Yearlings,400,46.96,-83.3,10429
-9319667.76921286,5865692.7163159,Sault Ste. Marie District,2016,Brook Trout,Hoath Lake,lac Hoath,,17-2910-51571,MCMAHON,Yearlings,200,46.53,-83.72,10430
-9412062.94657128,5968229.36094884,Sault Ste. Marie District,2016,Brook Trout,Huff Lake,lac Huff,,16-6849-52266,SMILSKY,Yearlings,2000,47.16,-84.55,10431
-9274026.77798762,5852757.63251075,Sault Ste. Marie District,2016,Brook Trout,Jackpine Lake,lac Jackpine,,17-3225-51473,GRASETT,Yearlings,400,46.45,-83.31,10432
-9318554.57430493,5951873.10445906,Sault Ste. Marie District,2016,Brook Trout,Jet Lake,lac Jet,,17-2937-52159,HOFFMAN,Yearlings,600,47.06,-83.71,10433
-9369761.54006984,5888375.03991218,Sault Ste. Marie District,2016,Brook Trout,Kaufman Lake,lac Kaufman,,16-7159-51722,JARVIS,Yearlings,1000,46.67,-84.17,10434
-9294064.28633041,5927396.1345161,Sault Ste. Marie District,2016,Brook Trout,Laurence Lake,lac Laurence,,17-3097-51982,REILLY,Yearlings,200,46.91,-83.49,10435
-9208348.27841959,5841455.01052641,Sault Ste. Marie District,2016,Brook Trout,Mink Lake,lac Mink,,17-3673-51376,BOLGER,Yearlings,750,46.38,-82.72,10436
-9220593.42240685,5852757.63251075,Sault Ste. Marie District,2016,Brook Trout,Mountain Top Lake,lac Mountain Top,,17-3593-51460,JOGUES,Yearlings,500,46.45,-82.83,10437
-9227272.59185445,5894866.48976696,Sault Ste. Marie District,2016,Brook Trout,Otter Lake,lac Otter,,17-3552-51748,POULIN,Yearlings,750,46.71,-82.89,10438
-9365308.76043811,5891620.16390951,Sault Ste. Marie District,2016,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,300,46.69,-84.13,10439
-9379780.29424123,5912742.82280624,Sault Ste. Marie District,2016,Brook Trout,Pickard Lake,lac Pickard,,16-7082-51888,TUPPER,Yearlings,1000,46.82,-84.26,10440
-9220593.42240685,5835002.87462497,Sault Ste. Marie District,2016,Brook Trout,Pistol Lake,lac Pistol,,17-3586-51340,MACK,Yearlings,500,46.34,-82.83,10441
-9336365.69283186,5945339.1926935,Sault Ste. Marie District,2016,Brook Trout,Private Lake,lac Private,,17-2821-52108,LUNKIE,Yearlings,850,47.02,-83.87,10442
-9375327.5146095,5961683.16996533,Sault Ste. Marie District,2016,Brook Trout,Quintet Lakes,lacs Quintet,,16-7098-52235,OLSEN,Yearlings,3000,47.12,-84.22,10443
-9374214.31970157,5958411.9199898,Sault Ste. Marie District,2017,Brook Trout,Meenach Lake,lac Meenach,,16-7110-52202,DAVIEAUX,Yearlings,1000,47.1,-84.21,10444
-9345271.25209532,5896490.10379517,Sault Ste. Marie District,2017,Brook Trout,Metivier Lake,lac Metivier,,17-2745-51787,WHITMAN,Yearlings,600,46.72,-83.95,10445
-9365308.76043811,5891620.16390951,Sault Ste. Marie District,2017,Brook Trout,Phelbin Lake,lac Phelbin,,16-7191-51747,JARVIS,Yearlings,300,46.69,-84.13,10446
-9241744.12565757,5860839.8299478,Sault Ste. Marie District,2017,Brook Trout,Rackey Lake,lac Rackey,,17-3445-51523,KAMICHISITIT,Yearlings,400,46.5,-83.02,10447
-9242857.3205655,5885131.11649027,Sault Ste. Marie District,2017,Brook Trout,Radenhurst Lake,lac Radenhurst,Radenhurst Lake (Unofficial Name),17-3445-51688,LECARON,Yearlings,250,46.65,-83.03,10448
-9377553.90442537,5911116.19204111,Sault Ste. Marie District,2015,Brook Trout,Bojack Lake,lac Bojack,,16-7103-51885,TUPPER,Yearlings,1000,46.81,-84.24,10449
-9215027.44786719,5899738.23485539,Sault Ste. Marie District,2017,Brook Trout,Reed Lake,lac Reed,,17-3638-51787,TWEEDLE,Yearlings,300,46.74,-82.78,10450
-9316328.18448906,5868929.46316788,Sault Ste. Marie District,2017,Brook Trout,Rheaume Lake,lac Rhéaume,,17-2938-51591,MORIN,Yearlings,320,46.55,-83.69,10451
-9227272.59185445,5878646.86624255,Sault Ste. Marie District,2015,Brook Trout,Bolger's Lake,lac de Bolger,,17-3547-51643,NICHOLAS,Yearlings,300,46.61,-82.89,10452
-9240630.93074964,5912742.82280624,Sault Ste. Marie District,2020,Brook Trout,,,Winkler Lake 43 (Unofficial Name),17-3460-51876,WINKLER,Yearlings,250,46.82,-83.01,10453
-9346384.44700325,5894866.48976696,Sault Ste. Marie District,2017,Brook Trout,Roussain Lake,lac Roussain,,17-2733-51772,WHITMAN,Yearlings,1000,46.71,-83.96,10454
-9367535.15025397,5888375.03991218,Sault Ste. Marie District,2015,Brook Trout,Brilliant Lake,lac Brilliant,,16-7179-51729,JARVIS,Yearlings,1600,46.67,-84.15,10455
-8672901.52770394,5619947.32821492,Peterborough Bancroft District,2024,Splake,Coe (Island) Lake,lac Coe (île),,18-2700-49850,FARADAY,Yearlings,2560,44.99,-77.91,10456
-9344158.05718738,5904612.69137287,Sault Ste. Marie District,2016,Lake Trout,Devil's Lake,lac Devil's,Devils Lake (Unofficial Name),17-2752-51845,WHITMAN,Yearlings,1000,46.77,-83.94,10457
-9336365.69283186,5942074.07243111,Sault Ste Marie Blind River District,2024,Brook Trout,,,Lunkie Lake 23 (Unofficial Name),17-2813-52098,LUNKIE,Yearlings,1000,47,-83.87,10458
-9284045.53215902,5875406.53685592,Sault Ste. Marie District,2018,Brook Trout,Beilhartz Lake,lac Beilhartz,,17-3155-51629,CASSON,Yearlings,800,46.59,-83.4,10459
-9367535.15025397,5888375.03991218,Sault Ste. Marie District,2018,Brook Trout,Brilliant Lake,lac Brilliant,,16-7179-51729,JARVIS,Yearlings,1800,46.67,-84.15,10460
-9272913.58307969,5838228.35213552,Sault Ste. Marie District,2015,Brook Trout,Brock Lakes,lacs Brock,,17-3231-51371,PARKINSON,Yearlings,200,46.36,-83.3,10461
-9291837.89651454,5885131.11649027,Sault Ste. Marie District,2018,Brook Trout,Burtt Lake,lac Burtt,,17-3100-51709,SHINGWAUKONCE,Yearlings,500,46.65,-83.47,10462
-9218367.03259099,5872167.40292307,Sault Ste. Marie District,2015,Brook Trout,Bruce Lake,lac Bruce,,17-3608-51584,RAIMBAULT,Yearlings,400,46.57,-82.81,10463
-9213914.25295925,5878646.86624255,Sault Ste. Marie District,2018,Brook Trout,Cabin Lake,lac Cabin,,17-3644-51633,RAIMBAULT,Yearlings,450,46.61,-82.77,10464
-9291837.89651454,5885131.11649027,Sault Ste. Marie District,2015,Brook Trout,Burtt Lake,lac Burtt,,17-3100-51709,SHINGWAUKONCE,Yearlings,250,46.65,-83.47,10465
-9424308.09055854,5971504.30460703,Sault Ste. Marie District,2018,Brook Trout,Caysee Lake,lac Caysee,,16-6768-52280,SLATER,Yearlings,1250,47.18,-84.66,10466
-9205008.69369579,5857606.05978933,Sault Ste. Marie District,2015,Brook Trout,Camp Lake,lac Camp,,17-3695-51489,BOUCK,Yearlings,200,46.48,-82.69,10467
-9212801.05805132,5901362.75220964,Sault Ste. Marie District,2018,Brook Trout,Clara Lake,lac Clara,,17-3655-51797,TWEEDLE,Yearlings,500,46.75,-82.76,10468
-9212801.05805132,5901362.75220964,Sault Ste. Marie District,2015,Brook Trout,Clara Lake,lac Clara,,17-3655-51797,TWEEDLE,Yearlings,500,46.75,-82.76,10469
-9324120.54884459,5960047.39132242,Sault Ste. Marie District,2018,Brook Trout,Coppens Lake,lac Coppens,,17-2904-52216,GAUDRY,Yearlings,300,47.11,-83.76,10470
-9211687.86314339,5914369.75613452,Sault Ste. Marie District,2015,Brook Trout,Crain Lake,lac Crain,,17-3662-51885,WORTON,Yearlings,400,46.83,-82.75,10471
-9211687.86314339,5914369.75613452,Sault Ste. Marie District,2018,Brook Trout,Crain Lake,lac Crain,,17-3662-51885,WORTON,Yearlings,500,46.83,-82.75,10472
-9182744.79553714,5828555.45721946,Sault Ste. Marie District,2015,Brook Trout,Dyelle Lake,lac Dyelle,,17-3845-51301,PROCTOR,Yearlings,300,46.3,-82.49,10473
-9182744.79553714,5828555.45721946,Sault Ste. Marie District,2018,Brook Trout,Dyelle Lake,lac Dyelle,,17-3845-51301,PROCTOR,Yearlings,550,46.3,-82.49,10474
-9261781.63400036,5859222.79623232,Sault Ste. Marie District,2015,Brook Trout,Echo Lake,lac Écho,,17-3306-51515,GRASETT,Yearlings,900,46.49,-83.2,10475
-9188310.7700768,5846297.21501662,Sault Ste. Marie District,2018,Brook Trout,Elephant Lake,lac Éléphant,,17-3809-51408,JOUBIN,Yearlings,750,46.41,-82.54,10476
-9188310.7700768,5846297.21501662,Sault Ste. Marie District,2015,Brook Trout,Elephant Lake,lac Éléphant,,17-3809-51408,JOUBIN,Yearlings,500,46.41,-82.54,10477
-9305196.23540974,5849526.83111761,Sault Ste. Marie District,2018,Brook Trout,Emerson Lake,lac Emerson,,17-3003-51453,ROSE,Yearlings,325,46.43,-83.59,10478
-9305196.23540974,5849526.83111761,Sault Ste. Marie District,2015,Brook Trout,Emerson Lake,lac Emerson,,17-3003-51453,ROSE,Yearlings,250,46.43,-83.59,10479
-9202782.30387993,5914369.75613452,Sault Ste. Marie District,2018,Brook Trout,Esker Lake,lac Esker,,17-3725-51877,YAREMKO,Yearlings,1000,46.83,-82.67,10480
-9379780.29424123,5883509.60459411,Sault Ste. Marie District,2015,Brook Trout,Finn Lake,lac Finn,,16-7090-51695,AWERES,Yearlings,2000,46.64,-84.26,10481
-9379780.29424123,5883509.60459411,Sault Ste. Marie District,2018,Brook Trout,Finn Lake,lac Finn,,16-7090-51695,AWERES,Yearlings,2000,46.64,-84.26,10482
-9299630.26087007,5945339.1926935,Sault Ste. Marie District,2015,Brook Trout,Friendly Lake,lac Friendly,,17-3069-52112,MCILVEEN,Yearlings,1300,47.02,-83.54,10483
-8518167.43550129,5552516.4369708,Peterborough District,2020,Brook Trout,Clearwater Lake,lac Clearwater,,18-3788-49352,BEDFORD,Yearlings,300,44.56,-76.52,10484
-9189423.96498473,5844682.85105605,Sault Ste. Marie District,2018,Brook Trout,Flying Goose Lake,lac Flying Goose,,17-3808-51397,JOUBIN,Yearlings,1200,46.4,-82.55,10485
-9280705.94743522,5881888.39236082,Sault Ste. Marie District,2017,Brook Trout,Seven Camp Lake,lac Seven Camp,,17-3188-51669,DAGLE,Yearlings,550,46.63,-83.37,10486
-8696278.62077053,5711707.15978709,Peterborough Bancroft District,2024,Splake,Crevice Lake,lac Crevice,,17-7237-50497,MURCHISON,Yearlings,880,45.57,-78.12,10487
-9335252.49792392,5898114.01877096,Sault Ste. Marie District,2016,Lake Trout,Fern Lake,lac Fern,,17-2815-51794,WHITMAN,Yearlings,600,46.73,-83.86,10488
-9198329.5242482,5870548.28385296,Sault Ste. Marie District,2015,Brook Trout,Gashen Lake,lac Gashen,,17-3746-51580,HEMBRUFF,Yearlings,500,46.56,-82.63,10489
-9240630.93074964,5914369.75613452,Sault Ste. Marie District,2020,Brook Trout,,,Winkler Lake 46 (Unofficial Name),17-3463-51883,WINKLER,Yearlings,250,46.83,-83.01,10490
-8517054.24059336,5552516.4369708,Peterborough District,2020,Brook Trout,Moulton Lake,lac Moulton,,18-3796-49358,BEDFORD,Yearlings,500,44.56,-76.51,10491
-9267347.60854002,5899738.23485539,Sault Ste Marie Blind River District,2024,Brook Trout,,,Rioux Lake 28 (Unofficial Name),17-3280-51794,RIOUX,Yearlings,225,46.74,-83.25,10492
-8515941.04568543,5557204.67671558,Peterborough District,2020,Brook Trout,Paddys Lake,lac Paddys,,18-3801-49387,BEDFORD,Yearlings,800,44.59,-76.5,10493
-9280705.94743522,5885131.11649027,Sault Ste Marie Blind River District,2024,Brook Trout,,,Squawk Lake (Unofficial Name),17-3183-51697,DAGLE,Yearlings,225,46.65,-83.37,10494
-8515941.04568543,5552516.4369708,Peterborough District,2020,Brook Trout,Tetsmine Lake,lac Tetsmine,,18-3806-49359,BEDFORD,Yearlings,750,44.56,-76.5,10495
-9216140.64277512,5880267.4796303,Sault Ste Marie Blind River District,2024,Brook Trout,,,Bhymine Lake (Unofficial Name),17-3628-51650,SAGARD,Yearlings,175,46.62,-82.79,10496
-8559355.6470948,5590090.34152731,Peterborough District,2020,Lake Trout,Hungry Lake,lac Hungry,,18-3503-49630,OLDEN,Yearlings,5500,44.8,-76.89,10497
-9182744.79553714,5828555.45721946,Sault Ste Marie Blind River District,2024,Brook Trout,,,Frigid Digit Lake (Unofficial Name),17-3847-51285,PROCTOR,Yearlings,400,46.3,-82.49,10498
-8505922.29151403,5533787.60747191,Peterborough District,2020,Lake Trout,Loughborough Lake,lac Loughborough,,18-3873-49226,PITTSBURG,Yearlings,15000,44.44,-76.41,10499
-9211687.86314339,5867310.94070857,Sault Ste Marie Blind River District,2024,Brook Trout,,,Fleming Lake (Unofficial Name),17-3656-51559,RAIMBAULT,Yearlings,225,46.54,-82.75,10500
-8524846.60494889,5558767.96099889,Peterborough District,2020,Lake Trout,Potspoon Lake,lac Potspoon,,18-3743-49398,BEDFORD,Yearlings,1600,44.6,-76.58,10501
-9240630.93074964,5865692.7163159,Sault Ste Marie Blind River District,2024,Brook Trout,,,Elbow Lake (Unofficial Name),17-3457-51556,ALBANEL,Yearlings,400,46.53,-83.01,10502
-8562695.2318186,5566588.42148956,Peterborough District,2020,Rainbow Trout,Small Clear Lake,petit lac Clear,,18-3474-49461,KENNEBEC,Yearlings,2000,44.65,-76.92,10503
-9271800.38817176,5862457.16109439,Sault Ste Marie Blind River District,2024,Brook Trout,Baird Lake,lac Baird,,17-3248-51539,GRASETT,Yearlings,650,46.51,-83.29,10504
-8522620.21513303,5536906.40404569,Peterborough District,2020,Splake,Cronk Lake,lac Cronk,,18-3754-49244,LOUGHBOROUGH,Yearlings,2800,44.46,-76.56,10505
-9284045.53215902,5875406.53685592,Sault Ste Marie Blind River District,2024,Brook Trout,Beilhartz Lake,lac Beilhartz,,17-3155-51629,CASSON,Yearlings,650,46.59,-83.4,10506
-8497016.73225057,5532228.60953213,Peterborough District,2020,Splake,Dog Lake,lac Dog,,18-3938-49203,PITTSBURG,Yearlings,25000,44.43,-76.33,10507
-9257328.85436863,5844682.85105605,Sault Ste Marie Blind River District,2024,Brook Trout,Bernard Lake,lac Bernard,,17-3338-51405,MONTGOMERY,Yearlings,800,46.4,-83.16,10508
-8609449.41795178,5574415.62665529,Peterborough District,2020,Splake,Elzevir Lake,lac Elzevir,,18-3143-49522,ELZEVIR,Yearlings,1200,44.7,-77.34,10509
-9367535.15025397,5888375.03991218,Sault Ste Marie Blind River District,2024,Brook Trout,Brilliant Lake,lac Brilliant,,16-7179-51729,JARVIS,Yearlings,1200,46.67,-84.15,10510
-8505922.29151403,5541586.60272639,Peterborough District,2020,Splake,Upper Rock Lake,lac Upper Rock,,18-3880-49279,PITTSBURG,Yearlings,3800,44.49,-76.41,10511
-9337478.88773979,5938810.17416371,Sault Ste Marie Blind River District,2024,Brook Trout,Buck Lake,lac Buck,,17-2807-52072,LUNKIE,Yearlings,1000,46.98,-83.88,10512
-8733014.05273231,5485582.07211476,Peterborough District,2021,Brook Trout,,,Millbrook Pond 2 Prov Fishing and Rec (Unofficial Name),17-7034-48894,CAVAN,Yearlings,1250,44.13,-78.45,10513
-9213914.25295925,5878646.86624255,Sault Ste Marie Blind River District,2024,Brook Trout,Cabin Lake,lac Cabin,,17-3644-51633,RAIMBAULT,Yearlings,450,46.61,-82.77,10514
-8733014.05273231,5485582.07211476,Peterborough District,2021,Brook Trout,,,Millbrook Pond 1 Prov Fishing and Rec (Unofficial Name),17-7034-48895,CAVAN,Yearlings,1250,44.13,-78.45,10515
-9212801.05805132,5901362.75220964,Sault Ste Marie Blind River District,2024,Brook Trout,Clara Lake,lac Clara,,17-3655-51797,TWEEDLE,Yearlings,450,46.75,-82.76,10516
-8733014.05273231,5485582.07211476,Peterborough District,2021,Brook Trout,,,Millbrook Pond 1 Prov Fishing and Rec (Unofficial Name),17-7034-48895,CAVAN,Yearlings,750,44.13,-78.45,10517
-9324120.54884459,5960047.39132242,Sault Ste Marie Blind River District,2024,Brook Trout,Coppens Lake,lac Coppens,,17-2904-52216,GAUDRY,Yearlings,300,47.11,-83.76,10518
-9211687.86314339,5914369.75613452,Sault Ste Marie Blind River District,2024,Brook Trout,Crain Lake,lac Crain,,17-3662-51885,WORTON,Yearlings,250,46.83,-82.75,10519
-9182744.79553714,5828555.45721946,Sault Ste Marie Blind River District,2024,Brook Trout,Dyelle Lake,lac Dyelle,,17-3845-51301,PROCTOR,Yearlings,450,46.3,-82.49,10520
-9261781.63400036,5859222.79623232,Sault Ste Marie Blind River District,2024,Brook Trout,Echo Lake,lac Écho,,17-3306-51515,GRASETT,Yearlings,500,46.49,-83.2,10521
-9379780.29424123,5883509.60459411,Sault Ste Marie Blind River District,2024,Brook Trout,Finn Lake,lac Finn,,16-7090-51695,AWERES,Yearlings,1286,46.64,-84.26,10522
-9379780.29424123,5883509.60459411,Sault Ste Marie Blind River District,2024,Brook Trout,Finn Lake,lac Finn,,16-7090-51695,AWERES,Yearlings,214,46.64,-84.26,10523
-9295177.48123834,5924137.71901891,Sault Ste Marie Blind River District,2024,Brook Trout,Franks Lake,lac Franks,,17-3091-51969,REILLY,Yearlings,300,46.89,-83.5,10524
-9299630.26087007,5945339.1926935,Sault Ste Marie Blind River District,2024,Brook Trout,Friendly Lake,lac Friendly,,17-3069-52112,MCILVEEN,Yearlings,1000,47.02,-83.54,10525
-9198329.5242482,5870548.28385296,Sault Ste Marie Blind River District,2024,Brook Trout,Gashen Lake,lac Gashen,,17-3746-51580,HEMBRUFF,Yearlings,450,46.56,-82.63,10526
-9320780.9641208,5865692.7163159,Sault Ste Marie Blind River District,2024,Brook Trout,Grant Lake,lac Grant,,17-2907-51568,MCMAHON,Yearlings,400,46.53,-83.73,10527
-9310762.2099494,5945339.1926935,Sault Ste Marie Blind River District,2024,Brook Trout,Gravel Lake,lac Gravel,,17-2999-52102,PINE,Yearlings,1000,47.02,-83.64,10528
-9272913.58307969,5935547.49657956,Sault Ste Marie Blind River District,2024,Brook Trout,Heal Lake,lac Heal,,17-3245-52040,ROLLINS,Yearlings,450,46.96,-83.3,10529
-9202782.30387993,5875406.53685592,Sault Ste Marie Blind River District,2024,Brook Trout,Helenbar Lake,lac Helenbar,,17-3718-51611,HEMBRUFF,Yearlings,1525,46.59,-82.67,10530
