X,Y,MNRF_District,Stocking_Year,Species,Official_Waterbody_Name,Official_French_Waterbody_Name,Unoffcial_Waterbody_Name,Waterbody_Location_Identifier,Geographic_Township,Developmental_Stage,Number_of_Fish_Stocked,Latitude,Longitude,ObjectId
-8889974.53475083,6163606.27028248,Kirkland Lake District,2016,Brook Trout,Bea Lake,lac Bea,,17-5840-53551,CLIFFORD,Yearlings,1893,48.34,-79.86,4408
-9010199.58480756,6040565.20878006,Kirkland Lake District,2016,Brook Trout,Boot Lake,lac Boot,,17-5040-52727,TYRRELL,Fingerlings,20000,47.6,-80.94,4409
-8902219.67873809,6177014.48076872,Kirkland Lake District,2016,Brook Trout,Brinnie Lake,lac Brinnie,,17-5765-53629,THACKERAY,Yearlings,1300,48.42,-79.97,4410
-8886634.95002703,6197166.42153172,Kirkland Lake District,2016,Brook Trout,Carlyle Lake,lac Carlyle,,17-5863-53774,LAMPLUGH,Yearlings,1493,48.54,-79.83,4411
-8905559.26346189,6057089.85293781,Kirkland Lake District,2016,Brook Trout,Collacutt Lake,lac Collacutt,,17-5749-52833,BEAUCHAMP,Yearlings,2300,47.7,-80,4412
-8905559.26346189,6183726.49942362,Kirkland Lake District,2016,Brook Trout,Dewhirst Lake,lac Dewhirst,,17-5732-53678,GARRISON,Fingerlings,20000,48.46,-80,4413
-8905559.26346189,6145204.29281564,Kirkland Lake District,2016,Brook Trout,Dorothy Lake,lac Dorothy,,17-5737-53426,MORRISETTE,Yearlings,1900,48.23,-80,4414
-8893314.11947463,6170307.74157582,Kirkland Lake District,2016,Brook Trout,Driscoll Lake,lac Driscoll,,17-5814-53594,THACKERAY,Yearlings,500,48.38,-79.89,4415
-8921143.99217294,6200529.71987907,Kirkland Lake District,2016,Brook Trout,Fade Lake,lac Fade,,17-5629-53790,MUNRO,Yearlings,1300,48.56,-80.14,4416
-8910012.04309362,6148547.16096017,Kirkland Lake District,2016,Brook Trout,Ferguson Lake,lac Ferguson,,17-5705-53462,BERNHARDT,Yearlings,1400,48.25,-80.04,4417
-8932275.94125227,6133514.53132378,Kirkland Lake District,2016,Brook Trout,Gale Lake,lac Gale,,17-5561-53346,GRENFELL,Yearlings,1000,48.16,-80.24,4418
-8893314.11947463,6168631.88033785,Kirkland Lake District,2016,Brook Trout,Giunta Lake,lac Giunta,,17-5814-53595,THACKERAY,Yearlings,1100,48.37,-79.89,4419
-8984596.10192511,6030665.57949345,Kirkland Lake District,2019,Brook Trout,,,Charters Lake 3 (Unofficial Name),17-5212-52660,CHARTERS,Yearlings,400,47.54,-80.71,4420
-8916691.21254121,6065364.06159726,Kirkland Lake District,2018,Brook Trout,Mearow Lake,lac Mearow,,17-5670-52897,ROBILLARD,Yearlings,900,47.75,-80.1,4421
-10480730.0581867,6385881.20257609,Kenora District,2019,Brook Trout,,,Tox Lake (Unofficial Name),15-4168-55005,LE MAY,Yearlings,1000,49.65,-94.15,4422
-8853239.10278905,6146875.56352283,Kirkland Lake District,2016,Rainbow Trout,Barnard Lake,,,17-6089-53431,OSSIAN,Yearlings,500,48.24,-79.53,4423
-8450262.5461174,5664128.08662131,Kemptville District,2016,Brown Trout,,,Poole Creek (Unofficial Name),18-4282-50133,GOULBOURN,Yearlings,1000,45.27,-75.91,4424
-8970124.56812198,6058744.05945759,Kirkland Lake District,2019,Brook Trout,,,Chown Lake 15 (Unofficial Name),17-5309-52840,CHOWN,Yearlings,2000,47.71,-80.58,4425
-8868823.83150011,6081936.35982088,Kirkland Lake District,2016,Rainbow Trout,Clear Lake,lac Clear,,17-5990-53004,BAYLY,Yearlings,2200,47.85,-79.67,4426
-10484069.6429105,6404815.34733662,Kenora District,2019,Brook Trout,East Emerson Lake,lac Emerson Est,,15-4145-55134,COYLE,Yearlings,1500,49.76,-94.18,4427
-8995728.05100444,6010900.25276811,Kirkland Lake District,2018,Brook Trout,Mile Lake,lac Mile,,17-5151-52513,RAY,Yearlings,3500,47.42,-80.81,4428
-8527072.99476475,5643588.6139485,Kemptville Kingston District,2024,Brook Trout,Green Lake,lac Green,,18-3736-49998,LAVANT,Yearlings,1000,45.14,-76.6,4429
-8525959.79985682,5593228.54285185,Kemptville District,2019,Lake Trout,Silver Lake,lac Silver,,18-3735-49648,OSO,Yearlings,5000,44.82,-76.59,4430
-8918917.60235708,6212311.74781302,Kirkland Lake District,2018,Brook Trout,Milligan Lake,lac Milligan,,17-5643-53865,MILLIGAN,Yearlings,2200,48.63,-80.12,4431
-9023557.92370276,6052129.13625991,Kirkland Lake District,2018,Brook Trout,Moon Lake,lac Moon,,17-4955-52795,KNIGHT,Yearlings,2188,47.67,-81.06,4432
-8891087.72965876,6145204.29281564,Kirkland Lake District,2018,Brook Trout,Nelson Lake,lac Nelson,,17-5829-53426,ARNOLD,Yearlings,1100,48.23,-79.87,4433
-8892200.92456669,6163606.27028248,Kirkland Lake District,2018,Brook Trout,Pall Lake,lac Pall,,17-5827-53554,CLIFFORD,Yearlings,1000,48.34,-79.88,4434
-8891087.72965876,6153563.91544091,Kirkland Lake District,2018,Brook Trout,Panagapka Lake,lac Panagapka,,17-5834-53486,CLIFFORD,Yearlings,6500,48.28,-79.87,4435
-8904446.06855395,6185405.33036135,Kirkland Lake District,2018,Brook Trout,Pothole Lakes,lacs Pothole,,17-5739-53684,GARRISON,Fingerlings,30000,48.47,-79.99,4436
-8892200.92456669,6156910.05535862,Kirkland Lake District,2018,Brook Trout,Ramey Lake,lac Ramey,,17-5826-53502,CLIFFORD,Yearlings,800,48.3,-79.88,4437
-8361206.95348278,5621521.48619207,Kemptville District,2019,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,809,45,-75.11,4438
-8891087.72965876,6158583.61693429,Kirkland Lake District,2018,Brook Trout,Seahorse Lake,lac Seahorse,,17-5830-53513,CLIFFORD,Yearlings,850,48.31,-79.87,4439
-8981256.51720131,6055435.96367961,Kirkland Lake District,2018,Brook Trout,Sigs Lake,lac Sigs,,17-5234-52820,HAULTAIN,Yearlings,3000,47.69,-80.68,4440
-8361206.95348278,5621521.48619207,Kemptville District,2019,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,1189,45,-75.11,4441
-8892200.92456669,6156910.05535862,Kirkland Lake District,2018,Brook Trout,Vannier Lake,lac Vannier,,17-5828-53500,CLIFFORD,Yearlings,450,48.3,-79.88,4442
-8361206.95348278,5621521.48619207,Kemptville District,2019,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,2000,45,-75.11,4443
-8972350.95793785,6029016.74310402,Kirkland Lake District,2018,Lake Trout,Beauty Lake,lac Beauty,,17-5305-52643,CORKILL,Yearlings,1700,47.53,-80.6,4444
-8534865.35912029,5623095.9189356,Kemptville District,2019,Rainbow Trout,Bottle Lake,lac Bottle,,18-3683-49857,LAVANT,Yearlings,1000,45.01,-76.67,4445
-8500356.31697437,5618373.44486032,Kemptville District,2019,Rainbow Trout,Clyde River,rivière Clyde,,18-3923-49818,DRUMMOND,Yearlings,1000,44.98,-76.36,4446
-8905559.26346189,6187084.49217147,Kirkland Lake District,2016,Rainbow Trout,Clermont Lake,lac Clermont,,17-5739-53703,GARRISON,Yearlings,600,48.48,-80,4447
-8491450.75771091,5668874.64167682,Kemptville Kingston District,2024,Brook Trout,Indian Creek,ruisseau Indian,,18-3994-50150,PAKENHAM,Yearlings,500,45.3,-76.28,4448
-8944521.08523953,6116842.50793474,Kirkland Lake District,2019,Brook Trout,,,Burt Lake 4 (Unofficial Name),17-5479-53230,BURT,Yearlings,500,48.06,-80.35,4449
-8405734.74980009,5667292.17772957,Kemptville District,2016,Brown Trout,,,Findlay Creek (Unofficial Name),18-4596-50153,OSGOODE,Yearlings,250,45.29,-75.51,4450
-10485182.8378184,6404815.34733662,Kenora District,2019,Brook Trout,Emerson Lake,lac Emerson,,15-4144-55129,COYLE,Yearlings,1498,49.76,-94.19,4451
-8520393.82531716,5657803.24745032,Kemptville District,2016,Brown Trout,Darling Long Lake,Long lac Darling,,18-3789-50097,DARLING,Yearlings,923,45.23,-76.54,4452
-8535978.55402822,5642010.59611231,Kemptville District,2016,Brown Trout,South Branch Clyde River,bras Sud de la rivière Clyde,,18-3676-49989,LAVANT,Yearlings,1625,45.13,-76.68,4453
-10465145.3294756,6448007.84500303,Kenora District,2019,Rainbow Trout,Dog Lake,lac Dog,,15-4273-55408,,Yearlings,1000,50.01,-94.01,4454
-8873276.61113184,6150219.08530639,Kirkland Lake District,2016,Rainbow Trout,Dunbrack Lake,lac Dunbrack,,17-5954-53462,KATRINE,Yearlings,599,48.26,-79.71,4455
-8469186.85955225,5547830.61394407,Kemptville District,2016,Lake Trout,Red Horse Lake,lac Red Horse,,18-4143-49324,LANSDOWNE,Yearlings,5000,44.53,-76.08,4456
-8495903.53734264,5557204.67671558,Kemptville District,2019,Splake,Indian Lake,lac Indian,,18-3947-49383,SOUTH CROSBY,Yearlings,12171,44.59,-76.32,4457
-8984596.10192511,6101865.35419037,Kirkland Lake District,2019,Brook Trout,,,Gerry Lake (Unofficial Name),17-5211-53131,POWELL,Yearlings,1100,47.97,-80.71,4458
-8518167.43550129,5649903.45464165,Kemptville Kingston District,2024,Brook Trout,Kates Lake,lac Kates,,18-3800-50042,DARLING,Yearlings,1000,45.18,-76.52,4459
-10478503.6683708,6453206.02030692,Kenora District,2019,Rainbow Trout,Wreck Lake,lac Wreck,,15-4185-55443,,Yearlings,1000,50.04,-94.13,4460
-8982369.71210924,6053782.39151094,Kirkland Lake District,2016,Rainbow Trout,Flatstone Lake,lac Flatstone,,17-5232-52811,HAULTAIN,Yearlings,3300,47.68,-80.69,4461
-8993501.66118857,6043867.60776033,Kirkland Lake District,2018,Lake Trout,Gowganda Lake,lac Gowganda,,17-5160-52748,MILNER,Yearlings,3600,47.62,-80.79,4462
-8525959.79985682,5593228.54285185,Kemptville District,2016,Lake Trout,Silver Lake,lac Silver,,18-3735-49648,OSO,Yearlings,5000,44.82,-76.59,4463
-8495903.53734264,5557204.67671558,Kemptville District,2019,Splake,Indian Lake,lac Indian,,18-3947-49383,SOUTH CROSBY,Yearlings,23429,44.59,-76.32,4464
-8973464.15284578,6040565.20878006,Kirkland Lake District,2019,Brook Trout,,,Lawson Lake 15 (Unofficial Name),17-5291-52723,LAWSON,Yearlings,400,47.6,-80.61,4465
-8569374.4012662,5634124.65369923,Kemptville Kingston District,2024,Brook Trout,Kitchen Lake,lac Kitchen,,18-3435-49939,MILLER,Yearlings,250,45.08,-76.98,4466
-10465145.3294756,6448007.84500303,Kenora District,2019,Splake,Dog Lake,lac Dog,,15-4273-55408,,Yearlings,1000,50.01,-94.01,4467
-8871050.22131597,6150219.08530639,Kirkland Lake District,2016,Rainbow Trout,Forsyth Lake,lac Forsyth,,17-5966-53465,KATRINE,Yearlings,500,48.26,-79.69,4468
-8915578.01763328,6037264.0719861,Kirkland Lake District,2018,Lake Trout,Kingston Lake,lac Kingston,,17-5677-52702,CANE,Yearlings,800,47.58,-80.09,4469
-8361206.95348278,5621521.48619207,Kemptville District,2016,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,2000,45,-75.11,4470
-8488111.17298711,5585385.07849073,Kemptville District,2019,Splake,Round Lake,lac Round,,18-4008-49591,BURGESS,Yearlings,220,44.77,-76.25,4471
-8973464.15284578,6033964.19601206,Kirkland Lake District,2019,Brook Trout,,,Sunshine Lake (Unofficial Name),17-5286-52678,CORKILL,Yearlings,3000,47.56,-80.61,4472
-8564921.62163447,5648324.32877549,Kemptville Kingston District,2024,Brook Trout,Little Camp Lake,petit lac Camp,,18-3475-50040,NORTH CANONTO,Yearlings,700,45.17,-76.94,4473
-10478503.6683708,6453206.02030692,Kenora District,2019,Splake,Wreck Lake,lac Wreck,,15-4185-55443,,Yearlings,999,50.04,-94.13,4474
-8892200.92456669,6160257.50649374,Kirkland Lake District,2016,Rainbow Trout,Gaf Lake,lac Gaf,,17-5830-53526,CLIFFORD,Yearlings,1000,48.32,-79.88,4475
-8923370.38198881,6081936.35982088,Kirkland Lake District,2018,Lake Trout,Long Lake,Long Lac,,17-5555-53074,SHARPE,Yearlings,1850,47.85,-80.16,4476
-8361206.95348278,5621521.48619207,Kemptville District,2016,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,1500,45,-75.11,4477
-8488111.17298711,5585385.07849073,Kemptville District,2019,Splake,Round Lake,lac Round,,18-4008-49591,BURGESS,Yearlings,774,44.77,-76.25,4478
-8974577.34775372,6033964.19601206,Kirkland Lake District,2019,Brook Trout,,,Corkill Lake 3 (Unofficial Name),17-5282-52676,CORKILL,Fingerlings,3000,47.56,-80.62,4479
-8564921.62163447,5621521.48619207,Kemptville Kingston District,2024,Brook Trout,Little Mosque Lake,petit lac Mosque,,18-3470-49849,MILLER,Yearlings,1600,45,-76.94,4480
-10480730.0581867,6385881.20257609,Kenora District,2020,Brook Trout,,,Tox Lake (Unofficial Name),15-4168-55005,LE MAY,Yearlings,500,49.65,-94.15,4481
-8361206.95348278,5621521.48619207,Kemptville District,2016,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,367,45,-75.11,4482
-8507035.48642197,5569718.49320967,Kemptville District,2019,Walleye,Westport Sand Lake,lac Westport Sand,,18-3870-49481,NORTH CROSBY,Fingerlings,10336,44.67,-76.42,4483
-8984596.10192511,6091895.08076704,Kirkland Lake District,2019,Brook Trout,,,Canyon Lake (Unofficial Name),17-5210-53067,YARROW,Yearlings,400,47.91,-80.71,4484
-8548223.69801548,5649903.45464165,Kemptville Kingston District,2024,Brook Trout,Lonewolf Lake,lac Lonewolf,,18-3589-50045,NORTH CANONTO,Yearlings,950,45.18,-76.79,4485
-10459579.354936,6456673.27532823,Kenora District,2020,Brook Trout,,,Bill Lake (Unofficial Name),15-4307-55463,,Yearlings,1000,50.06,-93.96,4486
-8983482.90701718,6103528.19223646,Kirkland Lake District,2019,Brook Trout,,,Strong Lake (Unofficial Name),17-5220-53150,POWELL,Yearlings,400,47.98,-80.7,4487
-8527072.99476475,5656222.73327244,Kemptville District,2020,Brook Trout,Craigs Creek,ruisseau Craigs,,18-3744-50099,DARLING,Yearlings,750,45.22,-76.6,4488
-8500356.31697437,5618373.44486032,Kemptville District,2016,Rainbow Trout,Clyde River,rivière Clyde,,18-3923-49818,DRUMMOND,Yearlings,1000,44.98,-76.36,4489
-8923370.38198881,6081936.35982088,Kirkland Lake District,2018,Lake Trout,Long Lake,Long Lac,,17-5555-53074,SHARPE,Yearlings,1850,47.85,-80.16,4490
-8907785.65327775,6058744.05945759,Kirkland Lake District,2016,Rainbow Trout,Gillies Lake,lac Gillies,,17-5731-52852,BRYCE,Yearlings,600,47.71,-80.02,4491
-8495903.53734264,5557204.67671558,Kemptville District,2016,Splake,Indian Lake,lac Indian,,18-3947-49383,SOUTH CROSBY,Yearlings,15556,44.59,-76.32,4492
-8915578.01763328,6190443.80913545,Kirkland Lake District,2016,Rainbow Trout,Knight Lake,lac Knight,,17-5665-53720,MICHAUD,Yearlings,900,48.5,-80.09,4493
-8922257.18708088,6197166.42153172,Kirkland Lake District,2016,Rainbow Trout,McLean Lake,lac McLean,,17-5620-53772,MUNRO,Yearlings,500,48.54,-80.15,4494
-8543770.91838375,5642010.59611231,Kemptville District,2016,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,2500,45.13,-76.75,4495
-8518167.43550129,5649903.45464165,Kemptville District,2020,Brook Trout,Duncs Lake,lac Duncs,,18-3803-50047,DARLING,Yearlings,500,45.18,-76.52,4496
-8903332.87364602,6143533.34866001,Kirkland Lake District,2016,Rainbow Trout,Nettie Lake,lac Nettie,,17-5751-53413,MORRISETTE,Yearlings,2299,48.22,-79.98,4497
-8892200.92456669,6160257.50649374,Kirkland Lake District,2018,Lake Trout,Lulu Lake,lac Lulu,,17-5830-53532,CLIFFORD,Yearlings,500,48.32,-79.88,4498
-10457352.9651201,6416886.72207125,Kenora District,2020,Brook Trout,,,Dixie Lake (Unofficial Name),15-4327-55205,MACNICOL,Yearlings,1000,49.83,-93.94,4499
-8543770.91838375,5642010.59611231,Kemptville District,2016,Splake,Perch Lake,lac Perch,,18-3619-49990,LAVANT,Yearlings,2500,45.13,-76.75,4500
-8518167.43550129,5640432.85492059,Kemptville District,2020,Brook Trout,Eastons Creek,ruisseau Eastons,,18-3794-49969,DARLING,Yearlings,1000,45.12,-76.52,4501
-8972350.95793785,6033964.19601206,Kirkland Lake District,2019,Brook Trout,,,Trappershack Lake (Unofficial Name),17-5283-52676,CORKILL,Yearlings,700,47.56,-80.6,4502
-8561582.03691067,5640432.85492059,Kemptville Kingston District,2024,Brook Trout,Longbay Lake,lac Longbay,,18-3494-49982,NORTH CANONTO,Yearlings,4350,45.12,-76.91,4503
-8906672.45836982,6133514.53132378,Kirkland Lake District,2016,Rainbow Trout,O'Connell Lake,lac O'Connell,,17-5731-53351,LEBEL,Yearlings,700,48.16,-80.01,4504
-8985709.29683304,6050476.1977547,Kirkland Lake District,2018,Lake Trout,Miller Lake,lac Miller,,17-5208-52783,NICOL,Yearlings,198,47.66,-80.72,4505
-10447334.2109487,6385881.20257609,Kenora District,2020,Brook Trout,,,Lake 132 (Unofficial Name),15-4386-55000,,Yearlings,600,49.65,-93.85,4506
-8527072.99476475,5656222.73327244,Kemptville District,2017,Brook Trout,Craigs Creek,ruisseau Craigs,,18-3744-50099,DARLING,Yearlings,500,45.22,-76.6,4507
-8527072.99476475,5643588.6139485,Kemptville District,2020,Brook Trout,Green Lake,lac Green,,18-3736-49998,LAVANT,Yearlings,2000,45.14,-76.6,4508
-8960105.81395059,6187084.49217147,Kirkland Lake District,2019,Brook Trout,,,Garrison Lake 4 (Unofficial Name),17-5376-53701,BOWMAN,Yearlings,300,48.48,-80.49,4509
-8553789.67255514,5648324.32877549,Kemptville Kingston District,2024,Brook Trout,McCreary Lake,lac McCreary,,18-3552-50038,NORTH CANONTO,Yearlings,1250,45.17,-76.84,4510
-8982369.71210924,6100202.83809588,Kirkland Lake District,2016,Rainbow Trout,Ryan Lake,lac Ryan,,17-5228-53125,POWELL,Yearlings,500,47.96,-80.69,4511
-8518167.43550129,5649903.45464165,Kemptville District,2017,Brook Trout,Duncs Lake,lac Duncs,,18-3803-50047,DARLING,Yearlings,974,45.18,-76.52,4512
-8518167.43550129,5649903.45464165,Kemptville District,2020,Brook Trout,Kates Lake,lac Kates,,18-3800-50042,DARLING,Yearlings,500,45.18,-76.52,4513
-8889974.53475083,6143533.34866001,Kirkland Lake District,2019,Brook Trout,,,Arnold Lake 6 (Unofficial Name),17-5841-53416,ARNOLD,Yearlings,500,48.22,-79.86,4514
-8588298.71470106,5602649.68397995,Kemptville Kingston District,2024,Brook Trout,McDowall Lake,lac McDowall,,18-3300-49727,BARRIE,Yearlings,550,44.88,-77.15,4515
-8931162.74634434,6060398.5834111,Kirkland Lake District,2016,Rainbow Trout,Thin Lake,lac Thin,,17-5575-52849,TUDHOPE,Yearlings,572,47.72,-80.23,4516
-8986822.49174098,6090234.49270567,Kirkland Lake District,2019,Brook Trout,,,Yarrow Lake 19 (Unofficial Name),17-5202-53053,YARROW,Yearlings,900,47.9,-80.73,4517
-8458054.91047293,5544708.0726836,Kemptville District,2020,Brook Trout,Mud Lake,lac Mud,,18-4219-49291,ESCOTT,Yearlings,500,44.51,-75.98,4518
-8518167.43550129,5640432.85492059,Kemptville District,2017,Brook Trout,Eastons Creek,ruisseau Eastons,,18-3794-49969,DARLING,Yearlings,500,45.12,-76.52,4519
-10465145.3294756,6448007.84500303,Kenora District,2020,Brook Trout,Dog Lake,lac Dog,,15-4273-55408,,Yearlings,1500,50.01,-94.01,4520
-8903332.87364602,6143533.34866001,Kirkland Lake District,2018,Lake Trout,Nettie Lake,lac Nettie,,17-5751-53413,MORRISETTE,Yearlings,500,48.22,-79.98,4521
-8527072.99476475,5643588.6139485,Kemptville District,2017,Brook Trout,Green Lake,lac Green,,18-3736-49998,LAVANT,Yearlings,1800,45.14,-76.6,4522
-8916691.21254121,6193804.45177003,Kirkland Lake District,2018,Lake Trout,Perry Lake,lac Perry,,17-5661-53749,MICHAUD,Yearlings,900,48.52,-80.1,4523
-8964558.59358232,6133514.53132378,Kirkland Lake District,2018,Lake Trout,Sunny Lake,lac Sunny,,17-5348-53340,DUNMORE,Yearlings,1000,48.16,-80.53,4524
-8491450.75771091,5668874.64167682,Kemptville District,2017,Brook Trout,Indian Creek,ruisseau Indian,,18-3994-50150,PAKENHAM,Yearlings,500,45.3,-76.28,4525
-8972350.95793785,6032314.73040604,Kirkland Lake District,2018,Rainbow Trout,,,Moose Lake (Unofficial Name),17-5296-52663,CORKILL,Yearlings,499,47.55,-80.6,4526
-8518167.43550129,5649903.45464165,Kemptville District,2017,Brook Trout,Kates Lake,lac Kates,,18-3800-50042,DARLING,Yearlings,974,45.18,-76.52,4527
-8983482.90701718,6085254.65218746,Kirkland Lake District,2018,Rainbow Trout,,,Yarrow Lake 27 (Unofficial Name),17-5219-53018,YARROW,Yearlings,800,47.87,-80.7,4528
-8458054.91047293,5544708.0726836,Kemptville District,2017,Brook Trout,Mud Lake,lac Mud,,18-4219-49291,ESCOTT,Yearlings,974,44.51,-75.98,4529
-9003520.41535997,6086914.27859024,Kirkland Lake District,2018,Rainbow Trout,,,Doon Lake 25 (Unofficial Name),17-5086-53038,DOON,Yearlings,500,47.88,-80.88,4530
-8525959.79985682,5613653.44109504,Kemptville District,2017,Brook Trout,Pauls Creek,ruisseau Pauls,,18-3738-49784,DALHOUSIE,Yearlings,500,44.95,-76.59,4531
-8965671.78849025,6135183.51991344,Kirkland Lake District,2018,Rainbow Trout,,,Sheba Lake 25 (Unofficial Name),17-5341-53355,SHEBA,Yearlings,1000,48.17,-80.54,4532
-8521507.02022509,5649903.45464165,Kemptville District,2017,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,2000,45.18,-76.55,4533
-8525959.79985682,5613653.44109504,Kemptville District,2020,Brook Trout,Pauls Creek,ruisseau Pauls,,18-3738-49784,DALHOUSIE,Yearlings,750,44.95,-76.59,4534
-8853239.10278905,6146875.56352283,Kirkland Lake District,2018,Rainbow Trout,Barnard Lake,,,17-6089-53431,OSSIAN,Yearlings,370,48.24,-79.53,4535
-10484069.6429105,6404815.34733662,Kenora District,2020,Brook Trout,East Emerson Lake,lac Emerson Est,,15-4145-55134,COYLE,Yearlings,1500,49.76,-94.18,4536
-8931162.74634434,6058744.05945759,Kirkland Lake District,2016,Rainbow Trout,Tud Lake,lac Tud,,17-5575-52850,TUDHOPE,Yearlings,600,47.71,-80.23,4537
-8521507.02022509,5649903.45464165,Kemptville District,2017,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,500,45.18,-76.55,4538
-8521507.02022509,5649903.45464165,Kemptville District,2020,Brook Trout,Peterwhite Lake,lac Peterwhite,,18-3779-50044,DARLING,Yearlings,1500,45.18,-76.55,4539
-8944521.08523953,6118508.25145232,Kirkland Lake District,2019,Brook Trout,,,Burt Lake 5 (Unofficial Name),17-5483-53241,BURT,Yearlings,1400,48.07,-80.35,4540
-8868823.83150011,6081936.35982088,Kirkland Lake District,2018,Rainbow Trout,Clear Lake,lac Clear,,17-5990-53004,BAYLY,Yearlings,1597,47.85,-79.67,4541
-8551563.28273927,5635701.28976242,Kemptville Kingston District,2024,Brook Trout,Minnow Lake,lac Minnow,,18-3560-49945,SOUTH CANONTO,Yearlings,500,45.09,-76.82,4542
-10485182.8378184,6404815.34733662,Kenora District,2020,Brook Trout,Emerson Lake,lac Emerson,,15-4144-55129,COYLE,Yearlings,700,49.76,-94.19,4543
-8986822.49174098,6085254.65218746,Kirkland Lake District,2016,Splake,,,Yarrow Lake 15 (Unofficial Name),17-5196-53018,YARROW,Yearlings,1000,47.87,-80.73,4544
-8905559.26346189,6187084.49217147,Kirkland Lake District,2018,Rainbow Trout,Clermont Lake,lac Clermont,,17-5739-53703,GARRISON,Yearlings,450,48.48,-80,4545
-8944521.08523953,6083595.34598903,Kirkland Lake District,2016,Splake,,,Davidson Lake 1 (Unofficial Name),17-5480-53017,DAVIDSON,Yearlings,500,47.86,-80.35,4546
-8517054.24059336,5552516.4369708,Kemptville Kingston District,2024,Brook Trout,Moulton Lake,lac Moulton,,18-3796-49358,BEDFORD,Yearlings,500,44.56,-76.51,4547
-10477390.4734629,6428975.57987788,Kenora District,2020,Brook Trout,Howard Lake,lac Howard,,15-4191-55283,,Yearlings,700,49.9,-94.12,4548
-8985709.29683304,6086914.27859024,Kirkland Lake District,2019,Brook Trout,,,John Lake (Unofficial Name),17-5204-53028,YARROW,Yearlings,300,47.88,-80.72,4549
-8405734.74980009,5667292.17772957,Kemptville District,2020,Brown Trout,,,Findlay Creek (Unofficial Name),18-4596-50153,OSGOODE,Yearlings,500,45.29,-75.51,4550
-8520393.82531716,5657803.24745032,Kemptville District,2017,Brown Trout,Darling Long Lake,Long lac Darling,,18-3789-50097,DARLING,Yearlings,1066,45.23,-76.54,4551
-10475164.083647,6404815.34733662,Kenora District,2020,Brook Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,1500,49.76,-94.1,4552
-8469186.85955225,5547830.61394407,Kemptville District,2017,Lake Trout,Red Horse Lake,lac Red Horse,,18-4143-49324,LANSDOWNE,Yearlings,5000,44.53,-76.08,4553
-8525959.79985682,5593228.54285185,Kemptville District,2017,Lake Trout,Silver Lake,lac Silver,,18-3735-49648,OSO,Yearlings,5000,44.82,-76.59,4554
-10478503.6683708,6453206.02030692,Kenora District,2020,Brook Trout,Wreck Lake,lac Wreck,,15-4185-55443,,Yearlings,500,50.04,-94.13,4555
-8361206.95348278,5621521.48619207,Kemptville District,2017,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,2000,45,-75.11,4556
-10457352.9651201,6416886.72207125,Kenora District,2020,Rainbow Trout,,,Dixie Lake (Unofficial Name),15-4327-55205,MACNICOL,Yearlings,1500,49.83,-93.94,4557
-8361206.95348278,5621521.48619207,Kemptville District,2017,Rainbow Trout,,,Challies Public Fishing Area Pond (Unofficial Name),18-4910-49838,WILLIAMSBURGH,Yearlings,2014,45,-75.11,4558
-8535978.55402822,5642010.59611231,Kemptville District,2017,Rainbow Trout,South Branch Clyde River,bras Sud de la rivière Clyde,,18-3676-49989,LAVANT,Yearlings,1000,45.13,-76.68,4559
-10465145.3294756,6448007.84500303,Kenora District,2020,Rainbow Trout,Dog Lake,lac Dog,,15-4273-55408,,Yearlings,2300,50.01,-94.01,4560
-8873276.61113184,6150219.08530639,Kirkland Lake District,2018,Rainbow Trout,Dunbrack Lake,lac Dunbrack,,17-5954-53462,KATRINE,Yearlings,600,48.26,-79.71,4561
-8495903.53734264,5557204.67671558,Kemptville District,2017,Splake,Indian Lake,lac Indian,,18-3947-49383,SOUTH CROSBY,Yearlings,4854,44.59,-76.32,4562
-10475164.083647,6404815.34733662,Kenora District,2020,Rainbow Trout,Percy Lake,lac Percy,,15-4208-55132,COYLE,Yearlings,2200,49.76,-94.1,4563
-8450262.5461174,5664128.08662131,Kemptville District,2020,Brown Trout,,,Poole Creek (Unofficial Name),18-4282-50133,GOULBOURN,Yearlings,500,45.27,-75.91,4564
